dew_point,temperature,relative_humidity,wind_direction,wind_speed,solar_radiation,visibility_meters,Time,fog_category,pressure_altimeter_mb
21.0,21.0,100.0,290.0,3.0,7.11,5005.0473999999995,2022-09-01 05:30:00,HZ,1010.8374150000001
20.0,20.0,100.0,293.3333333333333,1.0,55.76,4007.2566,2022-09-01 06:00:00,HZ,1011.853332
20.0,20.0,100.0,296.6666666666667,2.0,104.41,1995.5816,2022-09-01 06:30:00,MIFG,1011.853332
21.0,21.0,100.0,300.0,3.0,202.32,1995.5816,2022-09-01 07:00:00,MIFG,1011.853332
21.0,22.0,94.06,310.0,2.0,300.23,1995.5816,2022-09-01 07:30:00,MIFG,1012.8692490000001
22.0,22.0,100.0,320.0,3.0,389.91,2993.3724,2022-09-01 08:00:00,BR,1012.8692490000001
21.0,23.0,88.51,290.0,3.0,479.59,6002.838199999999,2022-09-01 08:30:00,NSR,1012.8692490000001
21.0,24.0,83.32,300.0,3.0,565.125,7998.419799999999,2022-09-01 09:00:00,NSR,1012.8692490000001
22.0,25.0,83.44,320.0,3.0,650.66,7998.419799999999,2022-09-01 09:30:00,NSR,1012.8692490000001
22.0,25.0,83.44,70.0,3.0,674.825,7998.419799999999,2022-09-01 10:00:00,NSR,1012.8692490000001
22.0,26.0,78.62,40.0,5.0,698.99,9994.0014,2022-09-01 10:30:00,NSR,1012.8692490000001
22.0,27.0,74.11,45.0,3.0,702.225,9994.0014,2022-09-01 11:00:00,NSR,1012.8692490000001
21.0,27.0,69.71,50.0,3.0,705.46,9994.0014,2022-09-01 11:30:00,NSR,1011.853332
21.0,28.0,65.74,50.0,6.0,711.88,9994.0014,2022-09-01 12:00:00,NSR,1011.853332
21.0,28.0,65.74,70.0,5.0,718.3,9994.0014,2022-09-01 12:30:00,NSR,1011.853332
21.0,28.0,65.74,70.0,5.0,644.52,9994.0014,2022-09-01 13:00:00,NSR,1010.8374150000001
21.0,28.0,65.74,70.0,5.0,570.74,9994.0014,2022-09-01 13:30:00,NSR,1010.160137
21.0,28.0,65.74,70.0,5.0,471.725,9994.0014,2022-09-01 14:00:00,NSR,1010.160137
19.0,28.0,58.08,70.0,7.0,372.71,5005.0473999999995,2022-09-01 14:30:00,HZ,1010.160137
22.0,22.0,100.0,30.0,10.0,246.31,2993.3724,2022-09-01 15:00:00,BR,1010.160137
23.0,23.0,100.0,50.0,7.0,119.91,5005.0473999999995,2022-09-01 15:30:00,HZ,1010.160137
21.0,22.0,94.06,130.0,15.0,92.73,144.8406,2022-09-01 16:00:00,DFG,1010.8374150000001
20.0,20.0,100.0,160.0,8.0,65.55,498.8954,2022-09-01 16:30:00,MFG,1010.8374150000001
20.0,20.0,100.0,190.0,1.0,47.565,5005.0473999999995,2022-09-01 17:00:00,HZ,1010.8374150000001
20.0,20.0,100.0,220.0,2.0,29.58,6002.838199999999,2022-09-01 17:30:00,NSR,1009.14422
20.0,20.0,100.0,250.0,5.0,14.79,6002.838199999999,2022-09-01 18:00:00,NSR,1010.160137
21.0,21.0,100.0,270.0,3.0,0.0,6002.838199999999,2022-09-01 18:30:00,NSR,1010.160137
21.0,21.0,100.0,0.0,0.0,0.0,6002.838199999999,2022-09-01 19:00:00,NSR,1010.8374150000001
21.0,21.0,100.0,75.0,2.0,0.0,6002.838199999999,2022-09-01 19:30:00,NSR,1011.853332
21.0,21.0,100.0,150.0,4.0,0.0,6002.838199999999,2022-09-01 20:00:00,NSR,1011.853332
21.0,21.0,100.0,180.0,3.0,0.0,6002.838199999999,2022-09-01 20:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,170.0,3.0,0.0,6002.838199999999,2022-09-01 21:00:00,NSR,1012.8692490000001
21.0,21.0,100.0,190.0,3.0,0.0,6002.838199999999,2022-09-01 21:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,190.0,3.0,0.0,6002.838199999999,2022-09-01 22:00:00,NSR,1012.8692490000001
21.0,21.0,100.0,190.0,3.0,0.0,6002.838199999999,2022-09-01 22:30:00,NSR,1012.8692490000001
20.0,20.0,100.0,180.0,6.0,0.0,6002.838199999999,2022-09-01 23:00:00,NSR,1012.8692490000001
20.0,20.0,100.0,360.0,6.0,0.0,6002.838199999999,2022-09-01 23:30:00,NSR,1012.8692490000001
20.0,20.0,100.0,110.0,6.0,0.0,6002.838199999999,2022-09-02 00:00:00,NSR,1012.8692490000001
20.0,20.0,100.0,150.0,5.0,0.0,6002.838199999999,2022-09-02 00:30:00,NSR,1012.8692490000001
20.0,20.0,100.0,110.0,3.0,0.0,6002.838199999999,2022-09-02 01:00:00,NSR,1011.853332
20.0,20.0,100.0,70.0,5.0,0.0,6002.838199999999,2022-09-02 01:30:00,NSR,1011.853332
20.0,20.0,100.0,80.0,5.0,0.0,5005.0473999999995,2022-09-02 02:00:00,HZ,1011.853332
20.0,20.0,100.0,80.0,5.0,0.0,5005.0473999999995,2022-09-02 02:30:00,HZ,1011.853332
20.0,20.0,100.0,130.0,5.0,0.0,4007.2566,2022-09-02 03:00:00,HZ,1011.853332
20.0,20.0,100.0,130.0,3.0,0.0,1496.6862,2022-09-02 03:30:00,MIFG,1011.853332
20.0,20.0,100.0,150.0,3.0,0.0,804.67,2022-09-02 04:00:00,SFG,1011.853332
20.0,20.0,100.0,110.0,3.0,0.0,96.56039999999999,2022-09-02 04:30:00,DFG,1011.853332
20.0,20.0,100.0,70.0,3.0,3.6,997.7908,2022-09-02 05:00:00,SFG,1011.853332
19.0,19.0,100.0,90.0,3.0,7.2,5005.0473999999995,2022-09-02 05:30:00,HZ,1011.853332
19.0,19.0,100.0,90.0,3.0,59.495,5005.0473999999995,2022-09-02 06:00:00,HZ,1011.853332
19.0,19.0,100.0,80.0,3.0,111.79,2993.3724,2022-09-02 06:30:00,BR,1011.853332
20.0,20.0,100.0,90.0,3.0,199.06,2993.3724,2022-09-02 07:00:00,BR,1012.8692490000001
21.0,21.0,100.0,100.0,3.0,286.33,5005.0473999999995,2022-09-02 07:30:00,HZ,1012.8692490000001
21.0,22.0,94.06,120.0,3.0,371.48,6002.838199999999,2022-09-02 08:00:00,NSR,1012.8692490000001
20.0,24.0,78.34,140.0,3.0,456.63,7998.419799999999,2022-09-02 08:30:00,NSR,1013.885166
21.0,23.0,88.51,160.0,5.0,477.885,7998.419799999999,2022-09-02 09:00:00,NSR,1013.885166
21.0,23.0,88.51,160.0,4.0,499.14,7998.419799999999,2022-09-02 09:30:00,NSR,1013.885166
20.0,24.0,78.34,160.0,4.0,589.595,7998.419799999999,2022-09-02 10:00:00,NSR,1013.885166
20.0,24.0,78.34,140.0,5.0,680.05,7998.419799999999,2022-09-02 10:30:00,NSR,1013.885166
20.0,25.0,73.78,150.0,4.0,730.125,9994.0014,2022-09-02 11:00:00,NSR,1013.885166
20.0,25.0,73.78,140.0,7.0,780.2,9994.0014,2022-09-02 11:30:00,NSR,1013.885166
20.0,26.0,69.52,120.0,7.0,791.67,9994.0014,2022-09-02 12:00:00,NSR,1013.885166
18.0,27.0,57.84,110.0,7.0,803.14,9994.0014,2022-09-02 12:30:00,NSR,1012.8692490000001
19.0,28.0,58.08,50.0,7.0,750.58,9994.0014,2022-09-02 13:00:00,NSR,1011.853332
19.0,28.0,58.08,40.0,7.0,698.02,9994.0014,2022-09-02 13:30:00,NSR,1011.853332
19.0,28.0,58.08,90.0,7.0,641.05,9994.0014,2022-09-02 14:00:00,NSR,1011.853332
19.0,28.0,58.08,50.0,7.0,584.08,9994.0014,2022-09-02 14:30:00,NSR,1010.8374150000001
19.0,28.0,58.08,80.0,7.0,487.01,9994.0014,2022-09-02 15:00:00,NSR,1010.8374150000001
19.0,29.0,54.8,110.0,7.0,389.94,9994.0014,2022-09-02 15:30:00,NSR,1010.8374150000001
19.0,27.0,61.58,100.0,7.0,306.195,9994.0014,2022-09-02 16:00:00,NSR,1010.8374150000001
20.0,27.0,65.54,130.0,7.0,222.45,9994.0014,2022-09-02 16:30:00,NSR,1010.8374150000001
20.0,27.0,65.54,150.0,7.0,139.265,9994.0014,2022-09-02 17:00:00,NSR,1010.8374150000001
20.0,27.0,65.54,160.0,7.0,56.08,9994.0014,2022-09-02 17:30:00,NSR,1010.8374150000001
22.0,26.0,78.62,160.0,5.0,28.04,7998.419799999999,2022-09-02 18:00:00,NSR,1011.853332
22.0,25.0,83.44,180.0,5.0,0.0,7998.419799999999,2022-09-02 18:30:00,NSR,1011.853332
22.0,24.0,88.59,170.0,5.0,0.0,6002.838199999999,2022-09-02 19:00:00,NSR,1011.853332
22.0,24.0,88.59,160.0,4.0,0.0,6002.838199999999,2022-09-02 19:30:00,NSR,1011.853332
21.0,24.0,83.32,160.0,4.0,0.0,6002.838199999999,2022-09-02 20:00:00,NSR,1011.853332
21.0,24.0,83.32,170.0,5.0,0.0,6002.838199999999,2022-09-02 20:30:00,NSR,1012.8692490000001
21.0,23.0,88.51,170.0,5.0,0.0,6002.838199999999,2022-09-02 21:00:00,NSR,1012.8692490000001
21.0,23.0,88.51,170.0,2.0,0.0,6002.838199999999,2022-09-02 21:30:00,NSR,1012.8692490000001
21.0,23.0,88.51,170.0,5.0,0.0,6002.838199999999,2022-09-02 22:00:00,NSR,1012.8692490000001
21.0,23.0,88.51,160.0,4.0,0.0,6002.838199999999,2022-09-02 22:30:00,NSR,1012.8692490000001
22.0,23.0,94.1,140.0,4.0,0.0,6002.838199999999,2022-09-02 23:00:00,NSR,1013.885166
22.0,22.0,100.0,120.0,4.0,0.0,6002.838199999999,2022-09-02 23:30:00,NSR,1013.885166
22.0,22.0,100.0,140.0,4.0,0.0,6002.838199999999,2022-09-03 00:00:00,NSR,1012.8692490000001
21.0,22.0,94.06,110.0,4.0,0.0,6002.838199999999,2022-09-03 00:30:00,NSR,1012.8692490000001
21.0,22.0,94.06,140.0,5.0,0.0,6002.838199999999,2022-09-03 01:00:00,NSR,1012.8692490000001
21.0,21.0,100.0,330.0,4.0,0.0,6002.838199999999,2022-09-03 01:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,120.0,4.0,0.0,6002.838199999999,2022-09-03 02:00:00,NSR,1012.8692490000001
21.0,21.0,100.0,110.0,3.0,0.0,6002.838199999999,2022-09-03 02:30:00,NSR,1011.853332
21.0,21.0,100.0,127.5,2.0,0.0,5005.0473999999995,2022-09-03 03:00:00,HZ,1011.853332
21.0,21.0,100.0,145.0,2.0,0.0,4007.2566,2022-09-03 03:30:00,HZ,1011.853332
21.0,21.0,100.0,162.5,2.0,0.0,4007.2566,2022-09-03 04:00:00,HZ,1011.853332
21.0,21.0,100.0,180.0,3.0,0.0,4007.2566,2022-09-03 04:30:00,HZ,1011.853332
21.0,21.0,100.0,190.0,4.0,3.4,4007.2566,2022-09-03 05:00:00,HZ,1011.853332
21.0,21.0,100.0,180.0,4.0,6.8,4007.2566,2022-09-03 05:30:00,HZ,1012.8692490000001
21.0,21.0,100.0,210.0,4.0,64.56,2993.3724,2022-09-03 06:00:00,BR,1012.8692490000001
21.0,21.0,100.0,210.0,2.0,122.32,1995.5816,2022-09-03 06:30:00,MIFG,1012.8692490000001
21.0,21.0,100.0,210.0,3.0,215.345,1995.5816,2022-09-03 07:00:00,MIFG,1012.8692490000001
21.0,22.0,94.06,220.0,3.0,308.37,1995.5816,2022-09-03 07:30:00,MIFG,1013.885166
23.0,24.0,94.14,213.75,2.0,426.995,2993.3724,2022-09-03 08:00:00,BR,1013.885166
23.0,24.0,94.14,207.5,2.0,545.62,4007.2566,2022-09-03 08:30:00,HZ,1013.885166
21.0,25.0,78.48,201.25,2.0,655.17,6002.838199999999,2022-09-03 09:00:00,NSR,1013.885166
21.0,25.0,78.48,195.0,2.0,764.72,6002.838199999999,2022-09-03 09:30:00,NSR,1014.901083
20.0,26.0,69.52,188.75,2.0,779.135,6002.838199999999,2022-09-03 10:00:00,NSR,1013.885166
21.0,27.0,69.71,182.5,2.0,793.55,7998.419799999999,2022-09-03 10:30:00,NSR,1013.885166
21.0,27.0,69.71,176.25,2.0,827.11,7998.419799999999,2022-09-03 11:00:00,NSR,1013.885166
21.0,27.0,69.71,170.0,2.0,860.67,7998.419799999999,2022-09-03 11:30:00,NSR,1013.885166
20.0,27.0,65.54,163.75,2.0,809.65,7998.419799999999,2022-09-03 12:00:00,NSR,1012.8692490000001
19.0,28.0,58.08,157.5,2.0,758.63,7998.419799999999,2022-09-03 12:30:00,NSR,1012.8692490000001
19.0,28.0,58.08,151.25,2.0,724.545,7998.419799999999,2022-09-03 13:00:00,NSR,1011.853332
19.0,28.0,58.08,145.0,2.0,690.46,9994.0014,2022-09-03 13:30:00,NSR,1011.853332
19.0,28.0,58.08,138.75,2.0,624.255,9994.0014,2022-09-03 14:00:00,NSR,1010.8374150000001
20.0,30.0,55.04,132.5,2.0,558.05,9994.0014,2022-09-03 14:30:00,NSR,1010.8374150000001
19.0,30.0,51.72,126.25,2.0,501.235,9994.0014,2022-09-03 15:00:00,NSR,1010.8374150000001
19.0,30.0,51.72,120.0,5.0,444.42,9994.0014,2022-09-03 15:30:00,NSR,1010.160137
19.0,30.0,51.72,106.66666666666667,2.0,341.79,9994.0014,2022-09-03 16:00:00,NSR,1010.160137
19.0,30.0,51.72,93.33333333333333,2.0,239.16,9994.0014,2022-09-03 16:30:00,NSR,1010.160137
20.0,30.0,55.04,80.0,3.0,148.595,7998.419799999999,2022-09-03 17:00:00,NSR,1010.160137
20.0,30.0,55.04,96.66666666666667,2.0,58.03,7998.419799999999,2022-09-03 17:30:00,NSR,1010.160137
20.0,29.0,58.32,113.33333333333334,2.0,29.015,7998.419799999999,2022-09-03 18:00:00,NSR,1010.160137
20.0,28.0,61.81,130.0,4.0,0.0,6002.838199999999,2022-09-03 18:30:00,NSR,1010.160137
21.0,27.0,69.71,120.0,4.0,0.0,6002.838199999999,2022-09-03 19:00:00,NSR,1010.8374150000001
21.0,27.0,69.71,172.5,1.0,0.0,6002.838199999999,2022-09-03 19:30:00,NSR,1011.853332
22.0,27.0,74.11,225.0,3.0,0.0,6002.838199999999,2022-09-03 20:00:00,NSR,1011.853332
22.0,27.0,74.11,277.5,2.0,0.0,6002.838199999999,2022-09-03 20:30:00,NSR,1011.853332
24.0,25.0,94.19,330.0,4.0,0.0,4007.2566,2022-09-03 21:00:00,HZ,1012.8692490000001
24.0,24.0,100.0,270.0,13.0,0.0,997.7908,2022-09-03 21:30:00,SFG,1012.8692490000001
22.0,22.0,100.0,310.0,11.0,0.0,5005.0473999999995,2022-09-03 22:00:00,HZ,1013.885166
20.0,20.0,100.0,220.0,7.0,0.0,2993.3724,2022-09-03 22:30:00,BR,1013.885166
20.0,20.0,100.0,224.21052631578948,2.0,0.0,2993.3724,2022-09-03 23:00:00,BR,1013.885166
20.0,20.0,100.0,228.42105263157896,2.0,0.0,6002.838199999999,2022-09-03 23:30:00,NSR,1013.885166
20.0,20.0,100.0,232.6315789473684,2.0,0.0,6002.838199999999,2022-09-04 00:00:00,NSR,1013.885166
20.0,20.0,100.0,236.8421052631579,2.0,0.0,6002.838199999999,2022-09-04 00:30:00,NSR,1013.885166
20.0,20.0,100.0,241.05263157894737,2.0,0.0,6002.838199999999,2022-09-04 01:00:00,NSR,1012.8692490000001
21.0,21.0,100.0,245.26315789473685,2.0,0.0,6002.838199999999,2022-09-04 01:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,249.4736842105263,2.0,0.0,6002.838199999999,2022-09-04 02:00:00,NSR,1012.8692490000001
22.0,22.0,100.0,253.68421052631578,2.0,0.0,6002.838199999999,2022-09-04 02:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,257.89473684210526,2.0,0.0,6002.838199999999,2022-09-04 03:00:00,NSR,1011.853332
22.0,22.0,100.0,262.10526315789474,2.0,0.0,6002.838199999999,2022-09-04 03:30:00,NSR,1011.853332
22.0,22.0,100.0,266.3157894736842,2.0,0.0,6002.838199999999,2022-09-04 04:00:00,NSR,1011.853332
21.0,21.0,100.0,270.5263157894737,2.0,0.0,6002.838199999999,2022-09-04 04:30:00,NSR,1011.853332
22.0,22.0,100.0,274.7368421052632,2.0,3.345,5005.0473999999995,2022-09-04 05:00:00,HZ,1011.853332
22.0,22.0,100.0,278.9473684210526,2.0,6.69,4007.2566,2022-09-04 05:30:00,HZ,1011.853332
22.0,22.0,100.0,283.1578947368421,2.0,48.14,2993.3724,2022-09-04 06:00:00,BR,1011.853332
22.0,22.0,100.0,287.36842105263156,1.0,89.59,2993.3724,2022-09-04 06:30:00,BR,1012.8692490000001
22.0,22.0,100.0,291.57894736842104,2.0,163.615,2993.3724,2022-09-04 07:00:00,BR,1012.8692490000001
22.0,22.0,100.0,295.7894736842105,2.0,237.64,2993.3724,2022-09-04 07:30:00,BR,1012.8692490000001
22.0,23.0,94.1,300.0,5.0,340.955,4007.2566,2022-09-04 08:00:00,HZ,1012.8692490000001
22.0,23.0,94.1,300.0,6.0,444.27,5005.0473999999995,2022-09-04 08:30:00,HZ,1013.885166
22.0,24.0,88.59,320.0,7.0,452.87,6002.838199999999,2022-09-04 09:00:00,NSR,1013.885166
23.0,24.0,94.14,310.0,6.0,461.47,6002.838199999999,2022-09-04 09:30:00,NSR,1013.885166
23.0,24.0,94.14,310.0,6.0,591.63,6002.838199999999,2022-09-04 10:00:00,NSR,1013.885166
22.0,25.0,83.44,300.0,6.0,721.79,7998.419799999999,2022-09-04 10:30:00,NSR,1013.885166
21.0,26.0,73.95,280.0,7.0,794.155,7998.419799999999,2022-09-04 11:00:00,NSR,1013.885166
21.0,26.0,73.95,290.0,6.0,866.52,9994.0014,2022-09-04 11:30:00,NSR,1013.885166
21.0,27.0,69.71,300.0,3.0,849.96,9994.0014,2022-09-04 12:00:00,NSR,1012.8692490000001
21.0,28.0,65.74,310.0,7.0,833.4,9994.0014,2022-09-04 12:30:00,NSR,1012.8692490000001
21.0,28.0,65.74,315.0,1.0,817.18,9994.0014,2022-09-04 13:00:00,NSR,1011.853332
21.0,29.0,62.03,320.0,5.0,800.96,9994.0014,2022-09-04 13:30:00,NSR,1010.8374150000001
21.0,29.0,62.03,330.0,4.0,713.365,9994.0014,2022-09-04 14:00:00,NSR,1010.8374150000001
21.0,29.0,62.03,320.0,5.0,625.77,9994.0014,2022-09-04 14:30:00,NSR,1010.8374150000001
22.0,29.0,65.95,320.0,4.0,538.96,9994.0014,2022-09-04 15:00:00,NSR,1010.160137
21.0,28.0,65.74,310.0,5.0,452.15,7998.419799999999,2022-09-04 15:30:00,NSR,1010.160137
21.0,28.0,65.74,300.0,6.0,336.975,7998.419799999999,2022-09-04 16:00:00,NSR,1009.14422
20.0,28.0,61.81,320.0,4.0,221.8,7998.419799999999,2022-09-04 16:30:00,NSR,1009.14422
20.0,28.0,61.81,350.0,4.0,134.8,6002.838199999999,2022-09-04 17:00:00,NSR,1009.14422
21.0,28.0,65.74,233.33333333333331,2.0,47.8,6002.838199999999,2022-09-04 17:30:00,NSR,1010.160137
21.0,28.0,65.74,116.66666666666666,2.0,23.9,6002.838199999999,2022-09-04 18:00:00,NSR,1010.160137
21.0,27.0,65.74,0.0,2.0,0.0,6002.838199999999,2022-09-04 18:30:00,NSR,1010.160137
22.0,26.0,78.62,110.0,6.0,0.0,6002.838199999999,2022-09-04 19:00:00,NSR,1010.8374150000001
22.0,26.0,78.62,170.0,2.0,0.0,6002.838199999999,2022-09-04 19:30:00,NSR,1010.8374150000001
22.0,26.0,78.62,230.0,2.0,0.0,6002.838199999999,2022-09-04 20:00:00,NSR,1011.853332
22.0,24.0,88.59,290.0,5.0,0.0,6002.838199999999,2022-09-04 20:30:00,NSR,1011.853332
22.0,24.0,88.59,262.0,2.0,0.0,6002.838199999999,2022-09-04 21:00:00,NSR,1012.8692490000001
22.0,24.0,88.59,234.0,2.0,0.0,6002.838199999999,2022-09-04 21:30:00,NSR,1012.8692490000001
22.0,24.0,88.59,206.0,2.0,0.0,6002.838199999999,2022-09-04 22:00:00,NSR,1012.8692490000001
22.0,23.0,94.1,178.0,2.0,0.0,6002.838199999999,2022-09-04 22:30:00,NSR,1012.8692490000001
22.0,23.0,94.1,150.0,3.0,0.0,6002.838199999999,2022-09-04 23:00:00,NSR,1012.8692490000001
21.0,22.0,94.06,180.0,9.0,0.0,6002.838199999999,2022-09-04 23:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,140.0,8.0,0.0,1995.5816,2022-09-05 00:00:00,MIFG,1013.885166
21.0,21.0,100.0,210.0,3.0,0.0,1496.6862,2022-09-05 00:30:00,MIFG,1012.8692490000001
20.0,20.0,100.0,170.0,3.0,0.0,1995.5816,2022-09-05 01:00:00,MIFG,1012.8692490000001
20.0,20.0,100.0,180.0,13.0,0.0,1496.6862,2022-09-05 01:30:00,MIFG,1011.853332
20.0,20.0,100.0,300.0,5.0,0.0,1496.6862,2022-09-05 02:00:00,MIFG,1011.853332
20.0,20.0,100.0,285.0,3.0,0.0,1995.5816,2022-09-05 02:30:00,MIFG,1011.853332
20.0,20.0,100.0,270.0,3.0,0.0,1995.5816,2022-09-05 03:00:00,MIFG,1012.8692490000001
20.0,20.0,100.0,190.0,6.0,0.0,2993.3724,2022-09-05 03:30:00,BR,1012.8692490000001
20.0,20.0,100.0,207.14285714285714,2.0,0.0,4007.2566,2022-09-05 04:00:00,HZ,1012.8692490000001
19.0,19.0,100.0,224.28571428571428,2.0,0.0,4007.2566,2022-09-05 04:30:00,HZ,1012.8692490000001
19.0,19.0,100.0,241.42857142857144,1.0,3.0,4007.2566,2022-09-05 05:00:00,HZ,1012.8692490000001
19.0,19.0,100.0,258.57142857142856,2.0,6.0,4007.2566,2022-09-05 05:30:00,HZ,1011.853332
19.0,19.0,100.0,275.7142857142857,2.0,52.275,5005.0473999999995,2022-09-05 06:00:00,HZ,1011.853332
19.0,19.0,100.0,292.8571428571429,3.0,98.55,5005.0473999999995,2022-09-05 06:30:00,HZ,1012.8692490000001
20.0,20.0,100.0,310.0,5.0,173.445,6002.838199999999,2022-09-05 07:00:00,NSR,1012.8692490000001
20.0,20.0,100.0,310.0,5.0,248.34,6002.838199999999,2022-09-05 07:30:00,NSR,1013.885166
21.0,21.0,100.0,320.0,6.0,359.245,6002.838199999999,2022-09-05 08:00:00,NSR,1013.885166
20.0,24.0,78.34,320.0,5.0,470.15,9994.0014,2022-09-05 08:30:00,NSR,1013.885166
20.0,25.0,73.78,310.0,7.0,602.53,9994.0014,2022-09-05 09:00:00,NSR,1013.885166
23.0,26.0,83.55,320.0,4.0,734.91,9994.0014,2022-09-05 09:30:00,NSR,1013.885166
20.0,26.0,69.52,320.0,4.0,826.5,9994.0014,2022-09-05 10:00:00,NSR,1013.885166
19.0,27.0,61.58,270.0,3.0,918.09,9994.0014,2022-09-05 10:30:00,NSR,1013.885166
19.0,28.0,58.08,220.0,3.0,936.175,9994.0014,2022-09-05 11:00:00,NSR,1012.8692490000001
20.0,28.0,61.81,170.0,2.0,954.26,9994.0014,2022-09-05 11:30:00,NSR,1012.8692490000001
20.0,28.0,61.81,120.0,2.0,954.44,9994.0014,2022-09-05 12:00:00,NSR,1011.853332
20.0,29.0,58.32,70.0,4.0,954.62,9994.0014,2022-09-05 12:30:00,NSR,1010.8374150000001
20.0,30.0,55.04,50.0,5.0,884.24,9994.0014,2022-09-05 13:00:00,NSR,1010.8374150000001
20.0,29.0,58.32,130.0,6.0,813.86,9994.0014,2022-09-05 13:30:00,NSR,1010.160137
19.0,30.0,51.72,130.0,4.0,695.055,9994.0014,2022-09-05 14:00:00,NSR,1010.160137
20.0,30.0,55.04,170.0,4.0,576.25,9994.0014,2022-09-05 14:30:00,NSR,1009.14422
20.0,31.0,51.98,160.0,5.0,492.33,9994.0014,2022-09-05 15:00:00,NSR,1009.14422
19.0,31.0,48.84,150.0,5.0,408.41,9994.0014,2022-09-05 15:30:00,NSR,1009.14422
20.0,31.0,51.98,133.33333333333334,2.0,299.39,9994.0014,2022-09-05 16:00:00,NSR,1008.128303
20.0,30.0,55.04,116.66666666666666,2.0,190.37,9994.0014,2022-09-05 16:30:00,NSR,1008.128303
19.0,30.0,51.72,100.0,3.0,114.675,7998.419799999999,2022-09-05 17:00:00,NSR,1008.128303
21.0,29.0,62.03,115.0,0.0,38.98,6002.838199999999,2022-09-05 17:30:00,NSR,1008.128303
21.0,28.0,65.74,130.0,3.0,19.49,6002.838199999999,2022-09-05 18:00:00,NSR,1009.14422
21.0,27.0,69.71,310.0,6.0,0.0,6002.838199999999,2022-09-05 18:30:00,NSR,1010.160137
23.0,24.0,94.14,280.0,2.0,0.0,5005.0473999999995,2022-09-05 19:00:00,HZ,1010.160137
22.0,22.0,100.0,250.0,12.0,0.0,4007.2566,2022-09-05 19:30:00,HZ,1010.8374150000001
20.0,20.0,100.0,220.0,9.0,0.0,4007.2566,2022-09-05 20:00:00,HZ,1011.853332
21.0,21.0,100.0,260.0,1.0,0.0,4007.2566,2022-09-05 20:30:00,HZ,1011.853332
22.0,22.0,100.0,300.0,8.0,0.0,4007.2566,2022-09-05 21:00:00,HZ,1012.8692490000001
22.0,22.0,100.0,286.3636363636364,1.0,0.0,2993.3724,2022-09-05 21:30:00,BR,1012.8692490000001
21.0,21.0,100.0,272.72727272727275,1.0,0.0,4007.2566,2022-09-05 22:00:00,HZ,1013.885166
22.0,22.0,100.0,259.0909090909091,2.0,0.0,6002.838199999999,2022-09-05 22:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,245.45454545454544,2.0,0.0,6002.838199999999,2022-09-05 23:00:00,NSR,1012.8692490000001
21.0,21.0,100.0,231.8181818181818,2.0,0.0,6002.838199999999,2022-09-05 23:30:00,NSR,1012.8692490000001
21.0,21.0,100.0,218.1818181818182,2.0,0.0,6002.838199999999,2022-09-06 00:00:00,NSR,1011.853332
21.0,21.0,100.0,204.54545454545456,2.0,0.0,6002.838199999999,2022-09-06 00:30:00,NSR,1011.853332
21.0,21.0,100.0,190.9090909090909,1.0,0.0,6002.838199999999,2022-09-06 01:00:00,NSR,1011.853332
21.0,21.0,100.0,177.27272727272725,2.0,0.0,6002.838199999999,2022-09-06 01:30:00,NSR,1011.853332
21.0,21.0,100.0,163.63636363636363,2.0,0.0,6002.838199999999,2022-09-06 02:00:00,NSR,1011.853332
21.0,21.0,100.0,150.0,7.0,0.0,2993.3724,2022-09-06 02:30:00,BR,1011.853332
21.0,21.0,100.0,170.0,6.0,0.0,2993.3724,2022-09-06 03:00:00,BR,1010.8374150000001
21.0,21.0,100.0,250.0,6.0,0.0,5005.0473999999995,2022-09-06 03:30:00,HZ,1010.8374150000001
21.0,21.0,100.0,270.0,3.0,0.0,6002.838199999999,2022-09-06 04:00:00,NSR,1010.8374150000001
21.0,21.0,100.0,290.0,4.0,0.0,6002.838199999999,2022-09-06 04:30:00,NSR,1010.8374150000001
21.0,21.0,100.0,300.0,3.0,3.33,6002.838199999999,2022-09-06 05:00:00,NSR,1010.160137
21.0,21.0,100.0,290.0,4.0,6.66,6002.838199999999,2022-09-06 05:30:00,NSR,1010.160137
21.0,21.0,100.0,280.0,4.0,57.29,5005.0473999999995,2022-09-06 06:00:00,HZ,1010.8374150000001
21.0,21.0,100.0,280.0,1.0,107.92,5005.0473999999995,2022-09-06 06:30:00,HZ,1010.8374150000001
21.0,21.0,100.0,280.0,1.0,202.55,5005.0473999999995,2022-09-06 07:00:00,HZ,1011.853332
22.0,22.0,100.0,280.0,1.0,297.18,5005.0473999999995,2022-09-06 07:30:00,HZ,1011.853332
22.0,23.0,94.1,280.0,2.0,416.455,6002.838199999999,2022-09-06 08:00:00,NSR,1012.8692490000001
22.0,24.0,88.59,280.0,2.0,535.73,7998.419799999999,2022-09-06 08:30:00,NSR,1012.8692490000001
22.0,24.0,88.59,280.0,5.0,640.645,9994.0014,2022-09-06 09:00:00,NSR,1012.8692490000001
