dew_point,temperature,relative_humidity,wind_direction,wind_speed,solar_radiation,visibility_meters,Time,fog_category,pressure_altimeter_mb
20.0,21.0,94.01,260.0,12.0,0.0,1995.5816,2023-07-24 18:30:00,MIFG,1011.853332
20.0,21.0,94.01,240.0,10.0,0.0,4007.2566,2023-07-24 19:00:00,HZ,1011.853332
21.0,21.0,100.0,240.0,12.0,0.0,4007.2566,2023-07-24 19:30:00,HZ,1011.853332
21.0,21.0,100.0,240.0,12.0,0.0,4007.2566,2023-07-24 20:00:00,HZ,1012.8692490000001
21.0,21.0,100.0,230.0,10.0,0.0,4007.2566,2023-07-24 20:30:00,HZ,1012.8692490000001
20.0,21.0,94.01,230.0,10.0,0.0,4007.2566,2023-07-24 21:00:00,HZ,1012.8692490000001
20.0,21.0,94.01,230.0,10.0,0.0,4007.2566,2023-07-24 21:30:00,HZ,1012.8692490000001
20.0,21.0,94.01,240.0,12.0,0.0,4007.2566,2023-07-24 22:00:00,HZ,1012.8692490000001
20.0,21.0,94.01,240.0,12.0,0.0,4007.2566,2023-07-24 22:30:00,HZ,1013.885166
20.0,21.0,94.01,240.0,12.0,0.0,4007.2566,2023-07-24 23:00:00,HZ,1013.885166
20.0,21.0,94.01,240.0,11.0,0.0,6002.838199999999,2023-07-24 23:30:00,NSR,1012.8692490000001
20.0,21.0,94.01,240.0,11.0,0.0,6002.838199999999,2023-07-25 00:00:00,NSR,1012.8692490000001
19.0,20.0,93.97,240.0,11.0,0.0,6002.838199999999,2023-07-25 00:30:00,NSR,1012.8692490000001
19.0,20.0,93.97,250.0,11.0,0.0,6002.838199999999,2023-07-25 01:00:00,NSR,1011.853332
19.0,21.0,88.34,250.0,11.0,0.0,6002.838199999999,2023-07-25 01:30:00,NSR,1011.853332
19.0,21.0,88.34,250.0,11.0,0.0,6002.838199999999,2023-07-25 02:00:00,NSR,1011.853332
19.0,21.0,88.34,250.0,11.0,0.0,6002.838199999999,2023-07-25 02:30:00,NSR,1011.853332
19.0,21.0,88.34,230.0,10.0,0.0,6002.838199999999,2023-07-25 03:00:00,NSR,1010.8374150000001
19.0,21.0,88.34,230.0,15.0,0.0,6002.838199999999,2023-07-25 03:30:00,NSR,1010.8374150000001
19.0,21.0,88.34,230.0,15.0,0.0,6002.838199999999,2023-07-25 04:00:00,NSR,1010.8374150000001
20.0,21.0,94.01,230.0,15.0,0.0,6002.838199999999,2023-07-25 04:30:00,NSR,1010.8374150000001
20.0,21.0,94.01,260.0,10.0,2.715,6002.838199999999,2023-07-25 05:00:00,NSR,1010.8374150000001
20.0,21.0,94.01,260.0,10.0,5.43,6002.838199999999,2023-07-25 05:30:00,NSR,1010.8374150000001
20.0,21.0,94.01,280.0,12.0,21.845,2993.3724,2023-07-25 06:00:00,BR,1011.853332
20.0,21.0,94.01,260.0,12.0,38.26,5005.0473999999995,2023-07-25 06:30:00,HZ,1011.853332
21.0,21.0,100.0,260.0,10.0,63.54,6002.838199999999,2023-07-25 07:00:00,NSR,1011.853332
20.0,21.0,94.01,260.0,12.0,88.82,6002.838199999999,2023-07-25 07:30:00,NSR,1011.853332
20.0,21.0,94.01,260.0,12.0,152.66,6002.838199999999,2023-07-25 08:00:00,NSR,1012.8692490000001
20.0,22.0,88.43,260.0,12.0,216.5,6002.838199999999,2023-07-25 08:30:00,NSR,1012.8692490000001
20.0,22.0,88.43,270.0,14.0,222.005,6002.838199999999,2023-07-25 09:00:00,NSR,1012.8692490000001
20.0,22.0,88.43,270.0,14.0,227.51,4007.2566,2023-07-25 09:30:00,HZ,1012.8692490000001
20.0,22.0,88.43,280.0,12.0,287.47,6002.838199999999,2023-07-25 10:00:00,NSR,1012.8692490000001
20.0,22.0,88.43,280.0,14.0,347.43,6002.838199999999,2023-07-25 10:30:00,NSR,1012.8692490000001
20.0,22.0,88.43,280.0,14.0,351.6,6002.838199999999,2023-07-25 11:00:00,NSR,1012.8692490000001
20.0,22.0,88.43,280.0,15.0,355.77,6002.838199999999,2023-07-25 11:30:00,NSR,1012.8692490000001
20.0,22.0,88.43,280.0,14.0,361.93,6002.838199999999,2023-07-25 12:00:00,NSR,1012.8692490000001
20.0,23.0,83.21,280.0,15.0,368.09,6002.838199999999,2023-07-25 12:30:00,NSR,1011.853332
20.0,24.0,78.34,280.0,15.0,347.87,6002.838199999999,2023-07-25 13:00:00,NSR,1011.853332
20.0,24.0,78.34,280.0,13.0,327.65,6002.838199999999,2023-07-25 13:30:00,NSR,1011.853332
20.0,24.0,78.34,280.0,15.0,274.9,6002.838199999999,2023-07-25 14:00:00,NSR,1010.8374150000001
20.0,24.0,78.34,270.0,15.0,222.15,6002.838199999999,2023-07-25 14:30:00,NSR,1010.8374150000001
20.0,23.0,83.21,280.0,15.0,183.845,5005.0473999999995,2023-07-25 15:00:00,HZ,1010.8374150000001
20.0,23.0,83.21,280.0,14.0,145.54,5005.0473999999995,2023-07-25 15:30:00,HZ,1010.8374150000001
20.0,23.0,83.21,270.0,12.0,111.565,6002.838199999999,2023-07-25 16:00:00,NSR,1010.8374150000001
20.0,23.0,83.21,280.0,12.0,77.59,6002.838199999999,2023-07-25 16:30:00,NSR,1010.8374150000001
20.0,22.0,88.43,280.0,12.0,48.02,4007.2566,2023-07-25 17:00:00,HZ,1010.8374150000001
20.0,22.0,88.43,280.0,10.0,18.45,4007.2566,2023-07-25 17:30:00,HZ,1011.853332
20.0,22.0,88.43,280.0,12.0,9.225,4007.2566,2023-07-25 18:00:00,HZ,1011.853332
20.0,22.0,88.43,280.0,12.0,0.0,4007.2566,2023-07-25 18:30:00,HZ,1011.853332
20.0,21.0,94.01,280.0,10.0,0.0,4007.2566,2023-07-25 19:00:00,HZ,1012.8692490000001
20.0,21.0,94.01,280.0,10.0,0.0,4007.2566,2023-07-25 19:30:00,HZ,1012.8692490000001
20.0,21.0,94.01,280.0,12.0,0.0,4007.2566,2023-07-25 20:00:00,HZ,1012.8692490000001
20.0,21.0,94.01,280.0,12.0,0.0,5005.0473999999995,2023-07-25 20:30:00,HZ,1013.885166
20.0,21.0,94.01,270.0,12.0,0.0,5005.0473999999995,2023-07-25 21:00:00,HZ,1013.885166
20.0,21.0,94.01,270.0,14.0,0.0,5005.0473999999995,2023-07-25 21:30:00,HZ,1013.885166
19.0,21.0,88.34,270.0,14.0,0.0,5005.0473999999995,2023-07-25 22:00:00,HZ,1013.885166
19.0,20.0,93.97,270.0,14.0,0.0,5005.0473999999995,2023-07-25 22:30:00,HZ,1013.885166
20.0,20.0,100.0,270.0,12.0,0.0,5005.0473999999995,2023-07-25 23:00:00,HZ,1013.885166
20.0,21.0,94.01,250.0,12.0,0.0,5005.0473999999995,2023-07-25 23:30:00,HZ,1013.885166
20.0,21.0,94.01,250.0,12.0,0.0,6002.838199999999,2023-07-26 00:00:00,NSR,1013.885166
20.0,20.0,100.0,250.0,12.0,0.0,6002.838199999999,2023-07-26 00:30:00,NSR,1012.8692490000001
20.0,20.0,100.0,270.0,11.0,0.0,6002.838199999999,2023-07-26 01:00:00,NSR,1012.8692490000001
20.0,20.0,100.0,260.0,9.0,0.0,6002.838199999999,2023-07-26 01:30:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,0.0,6002.838199999999,2023-07-26 02:00:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,0.0,6002.838199999999,2023-07-26 02:30:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,0.0,6002.838199999999,2023-07-26 03:00:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,0.0,6002.838199999999,2023-07-26 03:30:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,0.0,6002.838199999999,2023-07-26 04:00:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,0.0,6002.838199999999,2023-07-26 04:30:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,2.725,6002.838199999999,2023-07-26 05:00:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,5.45,6002.838199999999,2023-07-26 05:30:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,18.34,6002.838199999999,2023-07-26 06:00:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,31.23,6002.838199999999,2023-07-26 06:30:00,NSR,1011.853332
19.0,20.0,93.97,270.0,10.0,91.085,6002.838199999999,2023-07-26 07:00:00,NSR,1012.8692490000001
19.0,21.0,88.34,270.0,13.0,150.94,6002.838199999999,2023-07-26 07:30:00,NSR,1012.8692490000001
19.0,21.0,88.34,270.0,10.0,206.445,6002.838199999999,2023-07-26 08:00:00,NSR,1012.8692490000001
19.0,21.0,88.34,270.0,10.0,261.95,7998.419799999999,2023-07-26 08:30:00,NSR,1013.885166
19.0,21.0,88.34,270.0,10.0,287.655,7998.419799999999,2023-07-26 09:00:00,NSR,1013.885166
19.0,22.0,83.09,270.0,10.0,313.36,7998.419799999999,2023-07-26 09:30:00,NSR,1013.885166
20.0,23.0,83.21,270.0,10.0,348.305,7998.419799999999,2023-07-26 10:00:00,NSR,1013.885166
20.0,23.0,83.21,270.0,14.0,383.25,7998.419799999999,2023-07-26 10:30:00,NSR,1013.885166
20.0,23.0,83.21,270.0,15.0,389.57,7998.419799999999,2023-07-26 11:00:00,NSR,1013.885166
20.0,24.0,78.34,270.0,15.0,395.89,7998.419799999999,2023-07-26 11:30:00,NSR,1013.885166
20.0,24.0,78.34,270.0,15.0,392.74,7998.419799999999,2023-07-26 12:00:00,NSR,1012.8692490000001
20.0,24.0,78.34,270.0,15.0,389.59,7998.419799999999,2023-07-26 12:30:00,NSR,1012.8692490000001
20.0,24.0,78.34,270.0,15.0,391.535,7998.419799999999,2023-07-26 13:00:00,NSR,1012.8692490000001
20.0,24.0,78.34,270.0,15.0,393.48,7998.419799999999,2023-07-26 13:30:00,NSR,1012.8692490000001
20.0,24.0,78.34,270.0,15.0,359.63,7998.419799999999,2023-07-26 14:00:00,NSR,1012.8692490000001
20.0,24.0,78.34,270.0,15.0,325.78,7998.419799999999,2023-07-26 14:30:00,NSR,1011.853332
20.0,25.0,73.78,270.0,17.0,279.13,7998.419799999999,2023-07-26 15:00:00,NSR,1011.853332
20.0,24.0,78.34,270.0,14.0,232.48,7998.419799999999,2023-07-26 15:30:00,NSR,1011.853332
20.0,23.0,83.21,270.0,14.0,167.39,7998.419799999999,2023-07-26 16:00:00,NSR,1011.853332
20.0,22.0,88.43,270.0,14.0,102.3,1995.5816,2023-07-26 16:30:00,MIFG,1011.853332
20.0,21.0,94.01,250.0,14.0,71.47,1995.5816,2023-07-26 17:00:00,MIFG,1011.853332
20.0,22.0,88.43,250.0,12.0,40.64,6002.838199999999,2023-07-26 17:30:00,NSR,1011.853332
21.0,22.0,94.06,250.0,18.0,20.32,997.7908,2023-07-26 18:00:00,SFG,1012.8692490000001
21.0,22.0,94.06,250.0,18.0,0.0,2993.3724,2023-07-26 18:30:00,BR,1012.8692490000001
21.0,22.0,94.06,250.0,12.0,0.0,5005.0473999999995,2023-07-26 19:00:00,HZ,1013.885166
20.0,21.0,94.01,250.0,12.0,0.0,5005.0473999999995,2023-07-26 19:30:00,HZ,1013.885166
20.0,21.0,94.01,250.0,12.0,0.0,5005.0473999999995,2023-07-26 20:00:00,HZ,1013.885166
20.0,21.0,94.01,250.0,10.0,0.0,6002.838199999999,2023-07-26 20:30:00,NSR,1013.885166
20.0,21.0,94.01,250.0,10.0,0.0,6002.838199999999,2023-07-26 21:00:00,NSR,1013.885166
19.0,21.0,88.34,250.0,12.0,0.0,6002.838199999999,2023-07-26 21:30:00,NSR,1013.885166
19.0,21.0,88.34,260.0,11.0,0.0,6002.838199999999,2023-07-26 22:00:00,NSR,1013.885166
19.0,21.0,88.34,260.0,10.0,0.0,6002.838199999999,2023-07-26 22:30:00,NSR,1013.885166
19.0,21.0,88.34,260.0,12.0,0.0,5005.0473999999995,2023-07-26 23:00:00,HZ,1013.885166
19.0,21.0,88.34,260.0,11.0,0.0,6002.838199999999,2023-07-26 23:30:00,NSR,1013.885166
19.0,21.0,88.34,260.0,11.0,0.0,6002.838199999999,2023-07-27 00:00:00,NSR,1012.8692490000001
19.0,21.0,88.34,260.0,11.0,0.0,6002.838199999999,2023-07-27 00:30:00,NSR,1012.8692490000001
19.0,21.0,88.34,270.0,13.0,0.0,6002.838199999999,2023-07-27 01:00:00,NSR,1012.8692490000001
19.0,21.0,88.34,270.0,12.0,0.0,6002.838199999999,2023-07-27 01:30:00,NSR,1011.853332
19.0,21.0,88.34,270.0,12.0,0.0,6002.838199999999,2023-07-27 02:00:00,NSR,1012.8692490000001
19.0,20.0,93.97,270.0,14.0,0.0,4007.2566,2023-07-27 02:30:00,HZ,1012.8692490000001
19.0,20.0,93.97,270.0,20.0,0.0,1995.5816,2023-07-27 03:00:00,MIFG,1011.853332
18.0,20.0,88.26,270.0,17.0,0.0,4007.2566,2023-07-27 03:30:00,HZ,1011.853332
18.0,20.0,88.26,270.0,17.0,0.0,6002.838199999999,2023-07-27 04:00:00,NSR,1011.853332
18.0,20.0,88.26,270.0,17.0,0.0,6002.838199999999,2023-07-27 04:30:00,NSR,1011.853332
18.0,20.0,88.26,270.0,15.0,2.55,6002.838199999999,2023-07-27 05:00:00,NSR,1011.853332
18.0,20.0,88.26,270.0,15.0,5.1,6002.838199999999,2023-07-27 05:30:00,NSR,1011.853332
18.0,20.0,88.26,270.0,12.0,25.13,6002.838199999999,2023-07-27 06:00:00,NSR,1012.8692490000001
18.0,20.0,88.26,270.0,12.0,45.16,7998.419799999999,2023-07-27 06:30:00,NSR,1012.8692490000001
18.0,20.0,88.26,250.0,10.0,83.11,7998.419799999999,2023-07-27 07:00:00,NSR,1013.885166
18.0,20.0,88.26,250.0,10.0,121.06,7998.419799999999,2023-07-27 07:30:00,NSR,1013.885166
18.0,21.0,82.98,250.0,10.0,168.58,6002.838199999999,2023-07-27 08:00:00,NSR,1013.885166
18.0,21.0,82.98,250.0,10.0,216.1,6002.838199999999,2023-07-27 08:30:00,NSR,1013.885166
18.0,22.0,78.04,260.0,9.0,297.735,6002.838199999999,2023-07-27 09:00:00,NSR,1014.901083
18.0,22.0,78.04,250.0,10.0,379.37,6002.838199999999,2023-07-27 09:30:00,NSR,1014.901083
19.0,23.0,78.19,250.0,10.0,401.375,7998.419799999999,2023-07-27 10:00:00,NSR,1013.885166
19.0,24.0,73.61,260.0,14.0,423.38,9994.0014,2023-07-27 10:30:00,NSR,1013.885166
19.0,24.0,73.61,250.0,20.0,449.42,9994.0014,2023-07-27 11:00:00,NSR,1013.885166
19.0,24.0,73.61,260.0,18.0,475.46,9994.0014,2023-07-27 11:30:00,NSR,1013.885166
19.0,25.0,69.33,260.0,16.0,427.64,9994.0014,2023-07-27 12:00:00,NSR,1013.885166
19.0,25.0,69.33,260.0,12.0,379.82,9994.0014,2023-07-27 12:30:00,NSR,1012.8692490000001
20.0,26.0,69.52,250.0,18.0,402.22,9994.0014,2023-07-27 13:00:00,NSR,1012.8692490000001
20.0,25.0,73.78,270.0,16.0,424.62,9994.0014,2023-07-27 13:30:00,NSR,1012.8692490000001
19.0,26.0,65.33,250.0,15.0,382.865,9994.0014,2023-07-27 14:00:00,NSR,1012.8692490000001
19.0,26.0,65.33,250.0,15.0,341.11,9994.0014,2023-07-27 14:30:00,NSR,1012.8692490000001
19.0,25.0,69.47,270.0,15.0,330.95,9994.0014,2023-07-27 15:00:00,NSR,1012.8692490000001
19.0,24.0,73.61,290.0,15.0,320.79,9994.0014,2023-07-27 15:30:00,NSR,1012.8692490000001
20.0,25.0,73.78,270.0,9.0,246.705,9994.0014,2023-07-27 16:00:00,NSR,1011.853332
19.0,25.0,69.33,250.0,17.0,172.62,9994.0014,2023-07-27 16:30:00,NSR,1011.853332
20.0,24.0,78.34,260.0,16.0,121.08,9994.0014,2023-07-27 17:00:00,NSR,1011.853332
20.0,24.0,78.34,250.0,18.0,69.54,9994.0014,2023-07-27 17:30:00,NSR,1011.853332
19.0,24.0,73.61,270.0,14.0,34.77,9994.0014,2023-07-27 18:00:00,NSR,1012.8692490000001
19.0,23.0,78.19,260.0,10.0,0.0,9994.0014,2023-07-27 18:30:00,NSR,1012.8692490000001
19.0,23.0,78.19,250.0,10.0,0.0,9994.0014,2023-07-27 19:00:00,NSR,1012.8692490000001
19.0,23.0,78.19,260.0,12.0,0.0,9994.0014,2023-07-27 19:30:00,NSR,1012.8692490000001
19.0,23.0,78.19,260.0,10.0,0.0,9994.0014,2023-07-27 20:00:00,NSR,1013.885166
19.0,23.0,78.19,260.0,12.0,0.0,9994.0014,2023-07-27 20:30:00,NSR,1013.885166
19.0,23.0,78.19,250.0,16.0,0.0,9994.0014,2023-07-27 21:00:00,NSR,1013.885166
19.0,23.0,78.19,250.0,13.0,0.0,9994.0014,2023-07-27 21:30:00,NSR,1014.901083
18.0,22.0,78.04,250.0,12.0,0.0,9994.0014,2023-07-27 22:00:00,NSR,1014.901083
18.0,22.0,78.04,250.0,12.0,0.0,9994.0014,2023-07-27 22:30:00,NSR,1014.901083
18.0,22.0,78.04,260.0,11.0,0.0,7998.419799999999,2023-07-27 23:00:00,NSR,1014.901083
18.0,21.0,82.98,250.0,9.0,0.0,7998.419799999999,2023-07-27 23:30:00,NSR,1014.901083
18.0,21.0,82.98,250.0,12.0,0.0,6002.838199999999,2023-07-28 00:00:00,NSR,1013.885166
18.0,21.0,82.98,250.0,10.0,0.0,6002.838199999999,2023-07-28 00:30:00,NSR,1013.885166
18.0,21.0,82.98,250.0,9.0,0.0,6002.838199999999,2023-07-28 01:00:00,NSR,1013.885166
18.0,21.0,82.98,250.0,10.0,0.0,6002.838199999999,2023-07-28 01:30:00,NSR,1013.885166
18.0,21.0,82.98,270.0,10.0,0.0,6002.838199999999,2023-07-28 02:00:00,NSR,1012.8692490000001
18.0,21.0,82.98,260.0,9.0,0.0,6002.838199999999,2023-07-28 02:30:00,NSR,1012.8692490000001
18.0,21.0,82.98,260.0,9.0,0.0,6002.838199999999,2023-07-28 03:00:00,NSR,1012.8692490000001
18.0,21.0,82.98,250.0,10.0,0.0,6002.838199999999,2023-07-28 03:30:00,NSR,1012.8692490000001
18.0,20.0,88.26,250.0,10.0,0.0,6002.838199999999,2023-07-28 04:00:00,NSR,1012.8692490000001
18.0,20.0,88.26,250.0,10.0,0.0,6002.838199999999,2023-07-28 04:30:00,NSR,1012.8692490000001
18.0,20.0,88.26,260.0,12.0,3.51,6002.838199999999,2023-07-28 05:00:00,NSR,1012.8692490000001
17.0,20.0,82.86,260.0,10.0,7.02,6002.838199999999,2023-07-28 05:30:00,NSR,1012.8692490000001
18.0,20.0,88.26,250.0,8.0,42.965,6002.838199999999,2023-07-28 06:00:00,NSR,1013.885166
18.0,20.0,88.26,250.0,8.0,78.91,7998.419799999999,2023-07-28 06:30:00,NSR,1013.885166
17.0,20.0,82.86,250.0,10.0,149.515,9994.0014,2023-07-28 07:00:00,NSR,1013.885166
18.0,21.0,82.98,250.0,10.0,220.12,9994.0014,2023-07-28 07:30:00,NSR,1013.885166
18.0,21.0,82.98,250.0,10.0,307.26,9994.0014,2023-07-28 08:00:00,NSR,1013.885166
18.0,22.0,78.04,260.0,12.0,394.4,9994.0014,2023-07-28 08:30:00,NSR,1014.901083
19.0,22.0,83.09,260.0,13.0,447.285,9994.0014,2023-07-28 09:00:00,NSR,1014.901083
19.0,23.0,78.19,270.0,14.0,500.17,9994.0014,2023-07-28 09:30:00,NSR,1014.901083
19.0,23.0,78.19,280.0,15.0,517.52,9994.0014,2023-07-28 10:00:00,NSR,1013.885166
19.0,24.0,73.61,290.0,12.0,534.87,9994.0014,2023-07-28 10:30:00,NSR,1013.885166
19.0,25.0,69.33,290.0,17.0,576.63,9994.0014,2023-07-28 11:00:00,NSR,1013.885166
19.0,25.0,69.33,290.0,16.0,618.39,9994.0014,2023-07-28 11:30:00,NSR,1013.885166
19.0,25.0,69.33,290.0,15.0,579.98,9994.0014,2023-07-28 12:00:00,NSR,1013.885166
19.0,25.0,69.33,280.0,15.0,541.57,9994.0014,2023-07-28 12:30:00,NSR,1013.885166
19.0,25.0,69.33,290.0,14.0,536.425,9994.0014,2023-07-28 13:00:00,NSR,1012.8692490000001
19.0,26.0,65.33,300.0,12.0,531.28,9994.0014,2023-07-28 13:30:00,NSR,1012.8692490000001
19.0,26.0,65.33,280.0,16.0,482.245,9994.0014,2023-07-28 14:00:00,NSR,1011.853332
19.0,27.0,61.58,280.0,17.0,433.21,9994.0014,2023-07-28 14:30:00,NSR,1011.853332
20.0,28.0,61.81,290.0,17.0,417.29,9994.0014,2023-07-28 15:00:00,NSR,1011.853332
20.0,27.0,65.54,290.0,18.0,401.37,9994.0014,2023-07-28 15:30:00,NSR,1010.8374150000001
18.0,27.0,57.84,280.0,19.0,322.125,9994.0014,2023-07-28 16:00:00,NSR,1010.8374150000001
18.0,27.0,57.84,280.0,19.0,242.88,9994.0014,2023-07-28 16:30:00,NSR,1010.8374150000001
19.0,26.0,65.33,280.0,12.0,160.4,9994.0014,2023-07-28 17:00:00,NSR,1010.8374150000001
19.0,26.0,65.33,280.0,14.0,77.92,9994.0014,2023-07-28 17:30:00,NSR,1011.853332
18.0,26.0,61.36,280.0,14.0,38.96,9994.0014,2023-07-28 18:00:00,NSR,1011.853332
20.0,24.0,78.34,260.0,15.0,0.0,9994.0014,2023-07-28 18:30:00,NSR,1011.853332
20.0,24.0,78.34,260.0,6.0,0.0,7998.419799999999,2023-07-28 19:00:00,NSR,1012.8692490000001
19.0,23.0,78.19,300.0,10.0,0.0,7998.419799999999,2023-07-28 19:30:00,NSR,1012.8692490000001
19.0,23.0,78.19,290.0,10.0,0.0,6002.838199999999,2023-07-28 20:00:00,NSR,1013.885166
19.0,23.0,78.19,280.0,12.0,0.0,6002.838199999999,2023-07-28 20:30:00,NSR,1013.885166
19.0,23.0,78.19,280.0,11.0,0.0,6002.838199999999,2023-07-28 21:00:00,NSR,1013.885166
19.0,22.0,83.09,290.0,9.0,0.0,6002.838199999999,2023-07-28 21:30:00,NSR,1013.885166
19.0,22.0,83.09,290.0,9.0,0.0,6002.838199999999,2023-07-28 22:00:00,NSR,1013.885166
19.0,22.0,83.09,290.0,9.0,0.0,6002.838199999999,2023-07-28 22:30:00,NSR,1013.885166
19.0,22.0,83.09,290.0,10.0,0.0,6002.838199999999,2023-07-28 23:00:00,NSR,1014.901083
19.0,22.0,83.09,290.0,10.0,0.0,6002.838199999999,2023-07-28 23:30:00,NSR,1014.901083
19.0,22.0,83.09,280.0,10.0,0.0,6002.838199999999,2023-07-29 00:00:00,NSR,1013.885166
19.0,22.0,83.09,280.0,10.0,0.0,6002.838199999999,2023-07-29 00:30:00,NSR,1013.885166
19.0,22.0,83.09,290.0,10.0,0.0,6002.838199999999,2023-07-29 01:00:00,NSR,1012.8692490000001
19.0,22.0,83.09,290.0,10.0,0.0,6002.838199999999,2023-07-29 01:30:00,NSR,1012.8692490000001
18.0,21.0,82.98,280.0,12.0,0.0,6002.838199999999,2023-07-29 02:00:00,NSR,1012.8692490000001
18.0,21.0,82.98,280.0,12.0,0.0,6002.838199999999,2023-07-29 02:30:00,NSR,1012.8692490000001
18.0,21.0,82.98,270.0,12.0,0.0,6002.838199999999,2023-07-29 03:00:00,NSR,1011.853332
18.0,20.0,88.26,260.0,10.0,0.0,6002.838199999999,2023-07-29 03:30:00,NSR,1011.853332
18.0,20.0,88.26,260.0,10.0,0.0,6002.838199999999,2023-07-29 04:00:00,NSR,1011.853332
18.0,20.0,88.26,260.0,12.0,0.0,6002.838199999999,2023-07-29 04:30:00,NSR,1012.8692490000001
18.0,20.0,88.26,270.0,13.0,3.85,6002.838199999999,2023-07-29 05:00:00,NSR,1012.8692490000001
18.0,20.0,88.26,265.0,11.5,7.7,6002.838199999999,2023-07-29 05:30:00,NSR,1012.8692490000001
18.0,20.0,88.26,260.0,10.0,50.45,6002.838199999999,2023-07-29 06:00:00,NSR,1012.8692490000001
19.0,20.0,93.97,250.0,9.0,93.2,6002.838199999999,2023-07-29 06:30:00,NSR,1013.885166
19.0,20.0,93.97,240.0,8.0,155.645,6002.838199999999,2023-07-29 07:00:00,NSR,1013.885166
19.0,21.0,88.34,270.0,8.0,218.09,6002.838199999999,2023-07-29 07:30:00,NSR,1013.885166
19.0,22.0,83.09,270.0,8.0,260.315,6002.838199999999,2023-07-29 08:00:00,NSR,1013.885166
19.0,22.0,83.09,270.0,10.0,302.54,6002.838199999999,2023-07-29 08:30:00,NSR,1014.901083
19.0,22.0,83.09,270.0,10.0,395.675,7998.419799999999,2023-07-29 09:00:00,NSR,1014.901083
19.0,23.0,78.19,260.0,12.0,488.81,7998.419799999999,2023-07-29 09:30:00,NSR,1015.917
19.0,23.0,78.19,280.0,12.0,539.035,7998.419799999999,2023-07-29 10:00:00,NSR,1014.901083
19.0,23.0,78.19,270.0,10.0,589.26,7998.419799999999,2023-07-29 10:30:00,NSR,1014.901083
19.0,24.0,73.61,290.0,12.0,556.41,7998.419799999999,2023-07-29 11:00:00,NSR,1014.901083
19.0,25.0,69.33,280.0,12.0,523.56,7998.419799999999,2023-07-29 11:30:00,NSR,1014.901083
19.0,26.0,65.33,270.0,14.0,508.49,9994.0014,2023-07-29 12:00:00,NSR,1013.885166
19.0,26.0,65.33,270.0,14.0,493.42,9994.0014,2023-07-29 12:30:00,NSR,1013.885166
18.0,26.0,61.36,280.0,18.0,465.62,9994.0014,2023-07-29 13:00:00,NSR,1013.885166
18.0,25.0,65.12,280.0,12.0,437.82,9994.0014,2023-07-29 13:30:00,NSR,1012.8692490000001
18.0,25.0,65.12,280.0,12.0,462.055,9994.0014,2023-07-29 14:00:00,NSR,1012.8692490000001
19.0,26.0,65.33,280.0,18.0,486.29,9994.0014,2023-07-29 14:30:00,NSR,1012.8692490000001
19.0,26.0,65.33,260.0,20.0,419.7,9994.0014,2023-07-29 15:00:00,NSR,1012.8692490000001
19.0,25.0,69.33,280.0,16.0,353.11,9994.0014,2023-07-29 15:30:00,NSR,1012.8692490000001
19.0,26.0,65.33,270.0,16.0,276.44,9994.0014,2023-07-29 16:00:00,NSR,1011.853332
19.0,26.0,65.33,270.0,15.0,199.77,9994.0014,2023-07-29 16:30:00,NSR,1011.853332
19.0,26.0,65.33,280.0,20.0,132.725,9994.0014,2023-07-29 17:00:00,NSR,1012.8692490000001
19.0,25.0,69.33,290.0,15.0,65.68,9994.0014,2023-07-29 17:30:00,NSR,1012.8692490000001
19.0,25.0,69.33,280.0,12.0,32.84,9994.0014,2023-07-29 18:00:00,NSR,1012.8692490000001
19.0,24.0,73.61,300.0,20.0,0.0,6002.838199999999,2023-07-29 18:30:00,NSR,1013.885166
20.0,22.0,88.43,280.0,11.0,0.0,6002.838199999999,2023-07-29 19:00:00,NSR,1013.885166
20.0,22.0,88.43,280.0,12.0,0.0,6002.838199999999,2023-07-29 19:30:00,NSR,1013.885166
19.0,22.0,83.09,280.0,12.0,0.0,6002.838199999999,2023-07-29 20:00:00,NSR,1013.885166
19.0,22.0,83.09,270.0,10.0,0.0,6002.838199999999,2023-07-29 20:30:00,NSR,1013.885166
19.0,22.0,83.09,250.0,10.0,0.0,6002.838199999999,2023-07-29 21:00:00,NSR,1013.885166
19.0,22.0,83.09,260.0,10.0,0.0,6002.838199999999,2023-07-29 21:30:00,NSR,1014.901083
19.0,22.0,83.09,260.0,10.0,0.0,6002.838199999999,2023-07-29 22:00:00,NSR,1014.901083
19.0,21.0,88.34,260.0,12.0,0.0,6002.838199999999,2023-07-29 22:30:00,NSR,1014.901083
19.0,21.0,88.34,270.0,11.0,0.0,6002.838199999999,2023-07-29 23:00:00,NSR,1014.901083
19.0,21.0,88.34,270.0,12.0,0.0,6002.838199999999,2023-07-29 23:30:00,NSR,1014.901083
